dat,wind_force_QC,wind_direction,lon,station_id,sunshine_total_QC,imei,sunshine_total_offset,tt_logger,water_sea_level_QC,wind_force_offset,wl_radar,minimum_temperature_offset,rr10_offset,tt_logger_QC,wind_max_1h_direction,rr,wl_radar_QC,pressure,ph_sea_QC,battery_level,sea_surface_salinity_QC,sea_temperature_offset,ssr_sea_max,minimum_temperature,avg_relative_humidity_QC,maximum_temperature,ssr_sea_QC,ssr_sea_offset,tt_logger_offset,water_sea_level_offset,wl_radar_offset,pressure_QC,process,ssr_sea,ph_sea,temperature_QC,sunshine_total,wind_max_1h_direction_offset,temperature_offset,sea_temperature_QC,temperature,rr_offset,avg_relative_humidity_offset,wind_max_1h_offset,lat,dew_point_temperature_QC,station_name,sea_temperature,ssr_sea_max_QC,sea_surface_salinity,ssr_sea_max_offset,wind_max_1h_direction_QC,ph_sea_offset,rr_QC,minimum_temperature_QC,water_sea_level,pressure_offset,wind_force,wind_max_1h,comm_type,avg_relative_humidity,maximum_temperature_offset,rr10_QC,wind_direction_QC,sea_surface_salinity_offset,wind_direction_offset,maximum_temperature_QC,wind_max_1h_QC,rr10,dew_point_temperature,battery_level_QC,bmkg_id,dew_point_temperature_offset
2025-01-01,1.0,140.168,111.3344,wigos_id:0-22000-0-5301766,1.0,300534061900180,0.0,26.0,1.0,0.113031821029992,0.8379999999999996,0.025,-0.0,1.0,133.161,5.799990000000001,1.0,100823.1,3.0,12.94,1.0,-0.199,68.9255162116041,298.275,1.0,298.375,1.0,20.714,0.0,0.04,4.02,1.0,MAWS,581.8140000000001,12.54,1.0,0 days 09:18:00,0.161,0.025,1.0,298.275,-1e-05,2.286,0.161,-6.69941,1.0,REMBANG,302.471,1.0,31.96,3.3838716884887354,1.0,0.0,1.0,1.0,1.611,-0.069,1.706008230452675,2.5590123456790126,gsm,96.386,0.025,1.0,1.0,0.0,-4.332,1.0,1.0,0.0,297.25,1.0,RBG,0.0
2025-01-01,1.0,3.3,108.3834,wigos_id:0-22000-0-5301783,1.0,300534061807890,0.0,27.0,1.0,-0.6,2.956,-0.015,0.0,1.0,6.200000000000001,0.4004,1.0,100955.3,1.0,13.174,1.0,0.0,84.2,299.835,1.0,300.035,1.0,0.0,0.0,0.06,6.13,1.0,MAWS,645.5,7.85,1.0,0 days 08:54:00,-0.6,-0.015,1.0,299.935,0.0004,2.019,-0.6,3.89271,1.0,NATUNA,301.17999999999995,1.0,30.92,0.0,1.0,0.0,1.0,1.0,3.014,-0.247,7.4,8.100000000000001,gsm,88.21900000000001,-0.015,1.0,1.0,0.0,-4.8,1.0,1.0,0.0,297.45,1.0,RAN,0.0
2025-01-01,1.0,289.8,98.700572,wigos_id:0-22000-0-5301800,1.0,300534061904180,0.0,25.0,1.0,-0.0285544318857822,1.842935074,-0.1,0.0,1.0,305.8,0.0,1.0,100980.0,1.0,12.94,1.0,0.2,14.5,298.35,1.0,298.45,1.0,0.0,0.0,-0.05,4.930935074,1.0,MAWS,58.0,7.73,1.0,0 days 07:12:00,-0.1,-0.1,1.0,298.45,0.0,3.5,-0.0547293277810827,3.785223,1.0,BELAWAN,302.4,1.0,27.48,0.0,1.0,0.0,1.0,1.0,1.847,-0.3,1.170731707317073,2.2439024390243905,gsm,90.6,-0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,296.25,1.0,BLW,0.0
2025-01-01,1.0,301.5,117.59412,wigos_id:0-22000-0-5301769,1.0,300534061808840,0.0,27.0,1.0,-0.23,4.502,0.0,0.0,1.0,306.37,12.8,1.0,100886.0,1.0,13.876,1.0,-0.1,380.9,299.54999999999995,1.0,299.85,1.0,0.0,0.0,0.08,7.8,1.0,MAWS,3452.7000000000003,7.48,1.0,0 days 10:12:00,-0.23,0.0,1.0,299.75,0.0,0.0,-0.23,3.280657,1.0,TARAKAN,302.25,1.0,30.24,0.0,1.0,0.0,1.0,1.0,4.664000000000001,-0.54,3.1700000000000004,3.77,gsm,88.5,0.0,1.0,1.0,0.0,-3.0,1.0,1.0,0.0,297.35,1.0,TAR,0.0
2025-01-01,1.0,109.3,98.78572,wigos_id:0-22000-0-5301782,1.0,300534061808890,0.0,25.0,1.0,-0.0263703703703703,1.994,0.0,-0.0,1.0,111.87,4.1992,1.0,100968.0,1.0,12.94,1.0,0.138,20.700000000000003,298.65,1.0,298.75,1.0,0.0,0.0,0.05,4.57,1.0,MAWS,117.2,7.86,1.0,0 days 09:18:00,-0.03,0.0,1.0,298.75,-0.0008,2.1,-0.03,1.728523,1.0,SIBOLGA,304.718,1.0,31.57,0.0,1.0,0.0,1.0,1.0,2.065,-0.02,2.373333333333333,3.0700000000000003,gsm,89.8,0.0,1.0,1.0,0.0,-2.5,1.0,1.0,0.0,296.35,1.0,SBG,0.0
2025-01-01,1.0,247.7,119.9199,wigos_id:0-22000-0-5301781,1.0,300534061806860,0.0,27.0,1.0,-0.1560923701994168,1.3470000000000004,0.01,0.0,1.0,260.92,0.0,1.0,100882.0,4.0,13.876,1.0,0.06,273.1,299.76,1.0,299.96,1.0,0.0,0.0,0.05,5.48,1.0,MAWS,2504.9,1310.71,1.0,0 days 08:06:00,-0.18,0.01,1.0,299.86,0.0,-1.3,-0.18,-8.46055,1.0,LABUAN BAJO,302.38,1.0,33.97,0.0,1.0,0.0,1.0,1.0,1.398,-0.08,2.33271375464684,2.72,gsm,87.4,0.01,1.0,1.0,0.0,3.0,1.0,1.0,0.0,297.85,1.0,LBJ,0.0
2025-01-01,1.0,13.3,105.31998,wigos_id:0-22000-0-5301774,1.0,300534061809870,0.0,27.0,1.0,-0.1277937648192839,2.5969999999999995,0.1,-0.0,1.0,24.770000000000003,0.0,1.0,100913.0,1.0,12.94,1.0,0.41,64.5,300.04999999999995,1.0,300.15,1.0,0.0,0.0,0.05,4.52,1.0,MAWS,500.0,7.9,1.0,0 days 09:36:00,-0.33,0.1,1.0,300.04999999999995,-0.0,0.84,-0.1677293163253101,-5.4699861,1.0,PANJANG,303.29999999999995,1.0,32.4,0.0,1.0,0.0,1.0,1.0,2.695,-0.07,1.459946949602122,1.9161803713527847,gsm,84.44000000000001,0.1,1.0,1.0,0.0,10.5,1.0,1.0,0.0,296.95,1.0,BDL,0.0
2025-01-01,1.0,97.2,112.683796,wigos_id:0-22000-0-5301773,1.0,300534061806880,0.0,28.0,1.0,-0.056,3.055,0.1,0.0,1.0,109.8,0.0,1.0,100850.0,1.0,13.174,1.0,0.32,115.7,300.15,1.0,300.45,1.0,0.0,0.0,0.05,5.48,1.0,MAWS,1129.2,11.44,1.0,0 days 08:48:00,-0.1,0.1,1.0,300.25,0.0,-0.4,-0.0808888888888889,-8.434172,1.0,MALANG,302.67999999999995,1.0,32.55,0.0,1.0,0.0,1.0,1.0,3.102,-0.1,0.84,1.2133333333333334,gsm,86.8,0.1,1.0,1.0,0.0,3.0,1.0,1.0,0.0,298.04999999999995,1.0,MLG,0.0
2025-01-01,1.0,332.90000000000003,110.799452,wigos_id:0-22000-0-5301767,1.0,300534061906180,0.0,25.0,1.0,0.4355998576005697,1.0690000000000008,0.62,0.0,1.0,342.16,29.4001,1.0,100822.0,1.0,13.642,3.0,0.2,177.3,298.47,1.0,298.67,1.0,0.0,0.0,-0.05,-5.02,1.0,MAWS,1696.2,6.9,1.0,0 days 09:36:00,0.46,0.62,1.0,298.57,0.0001,2.52,0.46,-8.191283,1.0,SADENG,302.54999999999995,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.919,-0.08,1.0037735849056606,2.66,gsm,96.82,0.62,1.0,1.0,0.0,2.0,1.0,1.0,0.0,297.04999999999995,1.0,WNO,0.0
2025-01-01,1.0,210.1,127.45588,wigos_id:0-22000-0-5301792,1.0,300534063744650,0.0,28.0,1.0,0.0158530762167125,1.791241572,0.1,-0.0,1.0,201.32,0.19993,1.0,101105.0,1.0,13.174,1.0,0.011,155.5,300.65,1.0,301.25,1.0,0.0,0.0,-0.01,3.922241572,1.0,MAWS,712.2,8.07,1.0,0 days 08:30:00,0.02,0.1,1.0,301.04999999999995,-7e-05,-1.2,0.02,0.680083,1.0,TIDORE,302.581,1.0,33.78,0.0,1.0,0.0,1.0,1.0,1.801,-0.45,2.615757575757576,6.42,gsm,78.2,0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,296.45,1.0,TDR,0.0
